0x93b43Cb7F6b48685cb01c9895640ECC30e25b1bA 0.07
0xBF58D3B5FeedB4d980f49C446b5e7E6F8e73bCaA 0.09
0x028C5555DD56cf587280efF8Ba4BCF99675536A1 0.09
0xB6458FcA925b13feE17Ef806e2D9034f9685841F 0.01
0x98A119316F0C6ab7Ee701003d9dD4538298a57de 0.02
0xAEE3163498A7C64A114ab439E7Fd3e3860138BdD 0.01
0x4BAF855F7817232d818781880D0574C8458Cc0e5 0.01
0x26E2844C326c1c2507D5cC8d4bAde5e292fd92d5 0.06
0xEE085cC0De6766D8694172922c02e1f81E60c524 0.04
0x954B341dAEe62BEBE5e247C857190422a8C319f0 0.02
0x179ff6Ab78C78c785cAB547B9e42364665008e7E 0.07
0x9f51BEC4a591b875cA3CaE10DB5f3bC2214b556E 0.09
0x92CF68dFD5aCA3CbA1bCefb8771273277063DC75 0.03
0x1FbDC45d3B3F6233B7d320bB08DDa818fdEDE923 0.03
0xD1DBC7610051D02Dd783A41Fa57698182f66C702 0.06
0x5D7e5956c8816f8928A4f2F195188c109C882a76 0.06
0x1e7bd94F110c61D9A71Ba88c27A902eea4CBDCb6 0.08
0x82dcff45019AC166191fB7818E2c25e94Ad5f911 0.07
0xf31F0a8a567b134fcAb319ddAFa6ba93A382d4f6 0.07
0xB89F3aF959D0c9e7E68fee0E8Bf0f4e4F2EE0738 0.03
0x8E00655eAEE2D48d39284B31dB6f3a697CC3Ea06 0.08
0x9C458FB8475c8F14369E3eD90A880B64649930c9 0.07
0x38371903E67595fFbBC26890d9f5b833CC4bFb7A 0.01
0x1fda5624D333aF2A5F4415b7acc4BFf0a6Ed7D75 0.02
0xffd158ba8D20F149eFf0B1BA8273e4b968136EeC 0.01
0x328CE71B6bFAccD4C589147578Ca33bE0d1F2d80 0.06
0x9394afbD604b72814b7776bE6Db65ddc3e55cddc 0.06
0x21Ead4181C87A58a82Bfe8BD5574a4b0C8C76313 0.04
0x87E4A29A042F6A65D0cc8c77C899eea5311ed5E7 0.06
0xA4846134Eed6ddD7548C040a4EC1F3EeB9229621 0.04
0x5D420c7ddB6633350CC4ce3dca3c4f8872557eA5 0.06
0x121871CC521D38d882D5B228B304F4198CAd3995 0.07
0x1097dA65F74d8f6419026951BF4F584E3119A6e8 0.02
0x5CB5658B28a033328e41BfE0d90636c3b1411dC0 0.06
0xb6D9A56604074CAB9C5c6dc2Beb0C8DA05A47E2C 0.02
0x9ef0D670882663f427f8801D7cd60b2714E72761 0.06
0x7f62Fbb8a9E707e44A198584ae2e8Db67cEfC30a 0.02
0xeC3921C3824555DD33896C904D7F6a7ad210F524 0.06
0x1A8d2CF77799DfBc3D798bdf119F761e6ac3A394 0.05
0x24D717687172D7a37eEc6650705C0AD944eE2a48 0.02
0x092Db3bA4C5A53A81438782F777BAbE87d614AA7 0.04
0x7Cd1BB2b481fD0CB71540ba9d0788e0a2D492340 0.01
0x72Fd741E10DAaC0f070d7D17a9BEFbA2e34ba875 0.01
0x585ee3761638686663b076300f0c0F8542ae8597 0.05
0x0F5994afdF8C01351A37e501Cd28A961D76Da66e 0.06
0x3bbf1243549B086be1e76DC43bBF9bd9812AB628 0.01
0x69Cb120ae9704B0Fc6fEEC4E6482163CDbf965bD 0.02
0x06C01aE6d647D0CC48690067D46164a9554BD9E9 0.08
0x67c8179fAaB5596f3afA2d7AF40C631f46bC49d6 0.01
0x4B32392Fc82C1aBF5D3e9502D9322bd819D12DBc 0.02
0x536749fbb426251b043C4f81dECf29cAff106cb3 0.07
0x8D428e8128FC1fA31b99f187eA3963e5EE8109De 0.06
0x80Aa73EE644031C41Dd0c9C92Db1530A2c24413b 0.08
0x1EFDA1D257563D7EF3E35BD89d2B5f716F38C3d8 0.06
0x3fFb6b0e6420ca61E3dd4bd017164633aC4e47d8 0.09
0x026E469692Cbe4Bc86454b0957875F309b537bc9 0.09
0x41fAbEC8165549c0Db685611587601f0E4e82EA2 0.02
0x220E5C35fdef9E813E7210BB3a9Cc46D248ef3Be 0.03
0xacbe0A2184CC27F1A956dCDBEd28527a4f5331Bb 0.04
0x742da30B8676A918B1f2d655dd02Cae2794caB9E 0.08
0x000fA1ec1BEc308eB9F547b9363C8fBe75542227 0.03
0xB2cd98D9b958915EBFd631CA61aab96Aa11447AD 0.04
0x4818457352D018be00Ef3Ecf43c6548B6E5a1727 0.07
0xd07781026267a4cfaf3E7a66B85eD235120c9Ec4 0.01
0x1155894ceb25F6291531CFA04df9Ae26d80f7aE9 0.09
0xF29491459411b195EC5F6e792Cbbd25a0f54c2A7 0.04
0x209d389A70466D6734428e6fe9ecD3cA2B75c3ec 0.07
0xfe48012b57A02b31715e2b73718bD1dC3823B58d 0.01
0x0E440bd9798Ad22CB8fd6F1a433f2F16E8786770 0.07
0xF4C2E66bBCb7CD3C55A8810f3862c50a0c41ADd1 0.06
0x7dd259470147e4f80a4fba5f06f6451dd70552df 0.07
0xbe84115990E0be631CaE78691a57f87bfB707028 0.09
0x60aE51c70123B4803E74236453Cc458d203C1171 0.03
0x9264481c1FFC3203a6503500Fc9dB001872c3EE7 0.09
0xCb526E3205BfC3565f52aAFbe5FA38AEB4bbD39e 0.05
0xe58aED2E091Cc3efA2ae3cE615cDaE0756De2eC0 0.07
0x2d095F497DD1a9B06A3df74D9342e2F33E8Ca51c 0.01
0x914A5Bff9aD5EA905712BA657079488d7380c4F0 0.08
0x92362245F43Cf5a60970b1812C43EB5084623ae5 0.07
0xfEb886b75BD2F238333fD1Ae9A842E0E3b83e766 0.06
0xcAC136a8cA84939D41A42Db31308167d1393BaA3 0.03
0x2bCa922A38D6E11E3CE9373a2692D52159a49e8F 0.05
0x0F3306e70df05b0AeD26b6F54Ecdd4952C3e905f 0.04
0x1664E7C0887d03baF278d57b09aB85DaAC69EAFE 0.09
0xAD7E6f404C626B7f0afC49195E11d756a89f4147 0.09
0x6F471EcB704A38E653C839DdD7E3957E989a9d29 0.07
0x5B949eb437539C21d8bd42e407EDe254Dd5245a1 0.07
0xFcD191cC01a768AfBf99caf6af1FaA2fceb63B53 0.01
0x82CA8b7bA426B79248C978Fa27d4c1A88933803E 0.04
0x129DF6f7558639013C1D98a1C51F08A8Ca1c788F 0.02
0x1B9c521984fC08A6B156a16DeBc520Dfc6939702 0.07
0xeF36E534cC906B237A3F34072D5fD99F7Bb3Caa6 0.04
0xfDfa4CdD37Bd09851058fFDC9Cb2038424e3d15b 0.09
0x0cf0702D23F60d367d9c7158Db3a7D8cC0Ef790f 0.05
0xb5d252BD29CA6a8ce7651ABa556f00c6B0B5E0EE 0.04
0xA84D6A22204B40160CFe468b4D033BEE2d833296 0.06
0x4ECd3a45C29BE609Ed15D386780EF5427DFE2D71 0.09
0xf5e9E4A217989A54A13a2F9402bFe0Bea4BBA8B9 0.05
0x45169F23e2c916Cc7A9331303A361c9000A11510 0.04
0xe3932A7a3d55BA46a22CbB248453CD3DA8F4e275 0.04
0x50e23f1934445881bBebc699b7233dd6d10c2c2c 0.05
0x410Dd93C167A3Cd7548118F67126d7bBE4aE71Bf 0.08
0x8fa465F7Ae8765688f68A7c3C16b2AC03A86eA7F 0.08
0xF8e7011516F283e87d014ce859a8Ee2239c5C9ba 0.05
0xca541ba914c4321AdFF90462eD8144165b7f967C 0.02
0x417B2c82225E8b318B5B404EF090B399Ac82e460 0.08
0xad7EdD37e9F737eF4B4a7496E0218F9AE68A676b 0.01
0x665A94f9020f1Bda1982Ddf4b43752c79daa4cf0 0.01
0x19527a176a9634ef8b83e25bC0FDD90533E0A966 0.06
0x03a70670ae70771e0157FF08fB933B10DDe7b463 0.09
0x631f1e4a595eE02a8C0994F9F6c4E3425D2Bd10C 0.02
0xB9a74E0C18736dE32aFE818Ca0D6aAEF8Db7376E 0.05
0xFEE3b1932A947B02EDdB79Fe46Cb57A677096166 0.03
0xDC95477C6C975FBd7a3e64FA84aA248B326c6a07 0.06
0xEbD1bfb43d2E07fdB2825fD376B5AB4c83c996CA 0.01
0x71239a92d778f7e309B37187eE7973C567328130 0.02
0x29859C2f76EdBf9257B75fF6F469F666A2DE0251 0.06
0x71f8feE7Bfa0A0a021c68BEa4A9aB0Cdc6AE52c5 0.09
0x039aD918930448d470001fEA6Bba4793731fdF22 0.03
